acc_kept_mean,acc_kept_std,class_id,class_name,dataset,kept_mean,kept_std,n_seeds,rejected_mean,rejected_std,rejection_rate_mean,rejection_rate_std,total
0.7744874625053613,0.01376262565218301,5,Potato - nematode,M_new,60.2,2.3874672772626644,5,7.8,2.3874672772626644,0.11470588235294119,0.035109812900921536,68
0.797041199637,0.05713826879397239,7,Rice - brown spot,M_new,275.2,28.726294574831613,5,49.8,28.72629457483161,0.15323076923076923,0.08838859869178958,325
0.8205107718806322,0.06372570849342281,9,Tomato - septoria leaf spot,M_new,521.6,48.582918808980594,5,197.4,48.582918808980594,0.274547983310153,0.06757012351735826,719
0.8388068626223619,0.04488788642026064,2,Corn - leaf blight,M_new,336.6,61.26010120788244,5,153.4,61.26010120788244,0.3130612244897959,0.12502061470996417,490
0.8703443539820958,0.07393922104987632,10,Tomato - Verticillium wilt,M_new,416.4,35.45137514963277,5,256.6,35.45137514963277,0.3812778603268945,0.05267663469484811,673
0.8801268264512032,0.038369604997095415,8,Rice - leaf blast,M_new,291.4,28.970674828177543,5,42.6,28.970674828177547,0.12754491017964073,0.08673854738975313,334
0.9268681646074777,0.046187832750331996,4,Potato - fungi,M_new,284.6,36.14277244484712,5,101.4,36.14277244484712,0.2626943005181347,0.09363412550478528,386
0.9474799449826156,0.02599790894340232,3,Corn - streak virus,M_new,266.4,44.51179618932492,5,130.6,44.51179618932491,0.3289672544080604,0.11212039342399223,397
0.9698345214774209,0.00902837490976647,11,Tomato - yellow leaf curl virus,V_new,3816.8,372.8051770026806,5,1540.2,372.8051770026806,0.2875116669777861,0.06959215549798033,5357
0.9907864736904731,0.0036439416427228276,8,Tomato - septoria leaf spot,V_new,1562.0,257.70040745020174,5,209.0,257.70040745020174,0.11801242236024842,0.14551124079627428,1771
0.9921008672151654,0.0020100404799394092,0,Apple - apple scab,F_new,552.6,62.42034924605917,5,77.4,62.420349246059175,0.12285714285714286,0.09907991943818917,630
0.9925343038978746,0.0013534312512372124,4,Potato - late blight,V_new,991.2,4.266145801540309,5,8.8,4.266145801540309,0.008799999999999999,0.004266145801540309,1000
0.9927413240374048,0.001118599434347678,6,Rice - bacterial leaf blight,M_new,301.8,17.711578134090704,5,28.2,17.711578134090704,0.08545454545454545,0.053671448891183964,330
0.9929069822564734,0.001017255577750149,1,Cashew - red rust,M_new,395.0,40.8166632639171,5,170.0,40.8166632639171,0.30088495575221236,0.07224188188303912,565
0.9950322533863336,0.0012066277110676553,6,Tomato - bacterial spot,V_new,1673.2,326.1881358970617,5,453.8,326.1881358970617,0.21335213916314055,0.15335596422052736,2127
0.9953106822196685,0.0003565456052065906,2,Bell pepper - bacterial spot,V_new,857.4,72.31044184625067,5,139.6,72.31044184625067,0.14002006018054164,0.07252802592402274,997
0.9974777678334575,0.00038354288771263594,0,Cashew - leaf miner,M_new,403.0,53.96758286230726,5,152.0,53.96758286230726,0.27387387387387385,0.09723888804019327,555
0.9976965173700585,0.000610504197316225,1,Corn - northern leaf blight,V_new,905.8,177.09658381798334,5,79.2,177.09658381798334,0.08040609137055837,0.17979348610962775,985
0.9980087074816286,0.00043697943317401954,7,Tomato - late blight,V_new,1514.0,246.97368280851302,5,387.0,246.97368280851302,0.203577064702788,0.1299177710723372,1901
0.9992922123073391,0.00039974760656376964,0,Corn - common rust,V_new,1146.0,73.8275016508076,5,46.0,73.8275016508076,0.03859060402684564,0.061935823532556715,1192
