acc_kept,ami_all,ami_kept,ari_all,ari_kept,completeness_kept,dataset,dim,error_gap,homogeneity_kept,k,kept,kept_error,method,n,nmi_all,nmi_kept,overall_accuracy,reduction,rejected,rejected_error,rejection_rate,seed,subset,v_measure_kept
0.8614533568016093,0.7652215469658332,0.7895576157146051,0.5436605880027875,0.5891390855841127,0.7275247895973674,M_new,100,0.5446903510212625,0.8672885145612951,20,3977,0.13854664319839072,all3,4842,0.7670786479566125,0.7912824559853887,0.7075588599752168,umap,865,0.6832369942196532,0.17864518793886824,11,exact_dedup_clean,0.7912824559853887
0.8547189819724285,0.7652215469658332,0.7712683455627765,0.5436605880027875,0.5515811639410797,0.7053746736225329,M_new,100,0.6106244937834521,0.8550409804415108,20,4715,0.14528101802757154,any2,4842,0.7670786479566125,0.7730302511923755,0.8323007021891781,umap,127,0.7559055118110236,0.026228831061544815,11,exact_dedup_clean,0.7730302511923753
0.8411813300289137,0.7652215469658332,0.7652215469658332,0.5436605880027875,0.5436605880027875,0.6997350696058476,M_new,100,nan,0.8487651060197051,20,4842,0.1588186699710863,kmeans,4842,0.7670786479566125,0.7670786479566125,0.8411813300289137,umap,0,nan,0.0,11,exact_dedup_clean,0.7670786479566125
0.8634649233090269,0.7652215469658332,0.7821912408688669,0.5436605880027875,0.5637827554509502,0.7120834591461636,M_new,100,0.12473659960960493,0.8727945907354072,20,3977,0.1365350766909731,kmeans_distance_reject,4842,0.7670786479566125,0.7842907425481354,0.7092110698058653,umap,865,0.261271676300578,0.17864518793886824,11,exact_dedup_clean,0.7842907425481354
0.8811153358681876,0.7588224878816902,0.7946148227344679,0.5260461773845977,0.6023447428341333,0.7320267597311202,M_new,100,0.6001788810186892,0.8729685478392535,20,3945,0.11888466413181242,all3,4842,0.7607033568289316,0.7963092906350201,0.7178851714167699,umap,897,0.7190635451505016,0.1852540272614622,22,exact_dedup_clean,0.7963092906350201
0.8535031847133758,0.7588224878816902,0.7626241337072288,0.5260461773845977,0.5302701514039032,0.6910398042552274,M_new,100,0.39895773016792124,0.855520748407064,20,4710,0.14649681528662417,any2,4842,0.7607033568289316,0.7645337772230092,0.8302354399008675,umap,132,0.5454545454545454,0.027261462205700124,22,exact_dedup_clean,0.7645337772230092
0.8426270136307311,0.7588224878816902,0.7588224878816902,0.5260461773845977,0.5260461773845977,0.6887041468714316,M_new,100,nan,0.8495141274671197,20,4842,0.15737298636926889,kmeans,4842,0.7607033568289316,0.7607033568289316,0.8426270136307311,umap,0,nan,0.0,22,exact_dedup_clean,0.7607033568289318
0.86489226869455,0.7588224878816902,0.7829526544815696,0.5260461773845977,0.5660818748676427,0.7139999894433253,M_new,100,0.17369940358864144,0.8715033031974188,20,3945,0.13510773130544995,kmeans_distance_reject,4842,0.7607033568289316,0.7849284857004396,0.704667492771582,umap,897,0.3088071348940914,0.1852540272614622,22,exact_dedup_clean,0.7849284857004395
0.8789647297640193,0.7613936784314658,0.788706336697688,0.5298557614712888,0.5914690172279066,0.7226601090687669,M_new,100,0.5271334312068605,0.8725263014700729,20,3941,0.12103527023598071,all3,4842,0.7632590792262515,0.7905533146721578,0.7154068566707972,umap,901,0.6481687014428412,0.18608013217678646,33,exact_dedup_clean,0.7905533146721578
0.8544183089637635,0.7613936784314658,0.7652319252201255,0.5298557614712888,0.5340066456086433,0.6944779869412634,M_new,100,0.43165408132148697,0.8567400404206369,20,4719,0.14558169103623653,any2,4842,0.7632590792262515,0.7671224651961701,0.8327137546468402,umap,123,0.5772357723577235,0.02540272614622057,33,exact_dedup_clean,0.7671224651961702
0.8434531185460553,0.7613936784314658,0.7613936784314658,0.5298557614712888,0.5298557614712888,0.6920753852023604,M_new,100,nan,0.8507648415492673,20,4842,0.1565468814539447,kmeans,4842,0.7632590792262515,0.7632590792262515,0.8434531185460553,umap,0,nan,0.0,33,exact_dedup_clean,0.7632590792262517
0.8693225069779243,0.7613936784314658,0.7829073418087487,0.5298557614712888,0.5631713337580405,0.7109673585165635,M_new,100,0.13902283994129838,0.8762281536966698,20,3941,0.13067749302207565,kmeans_distance_reject,4842,0.7632590792262515,0.7849941750690551,0.7075588599752168,umap,901,0.26970033296337403,0.18608013217678646,33,exact_dedup_clean,0.7849941750690551
0.8734472049689441,0.7522079401799301,0.7917082072435715,0.5199684777688817,0.6022900095410921,0.7292176327292743,M_new,100,0.5544288000609687,0.8701115303669956,20,3864,0.12655279503105588,all3,4842,0.7541363193304934,0.7934585137637155,0.6970260223048327,umap,978,0.6809815950920246,0.20198265179677818,44,exact_dedup_clean,0.7934585137637156
0.8469193309337285,0.7522079401799301,0.7556484105410404,0.5199684777688817,0.5237101072526843,0.6821424346133768,M_new,100,0.4267512637068377,0.8518408408373236,20,4723,0.1530806690662715,any2,4842,0.7541363193304934,0.7576051113088589,0.8261049153242461,umap,119,0.5798319327731092,0.024576621230896323,44,exact_dedup_clean,0.7576051113088589
0.8364312267657993,0.7522079401799301,0.7522079401799301,0.5199684777688817,0.5199684777688817,0.6801034514258668,M_new,100,nan,0.8462557457291501,20,4842,0.16356877323420072,kmeans,4842,0.7541363193304934,0.7541363193304934,0.8364312267657993,umap,0,nan,0.0,44,exact_dedup_clean,0.7541363193304934
0.8662008281573499,0.7522079401799301,0.7751726790591187,0.5199684777688817,0.54988177053364,0.7010882555935497,M_new,100,0.14738692222687955,0.8723278686049869,20,3864,0.1337991718426501,kmeans_distance_reject,4842,0.7541363193304934,0.7773898008289882,0.691243287897563,umap,978,0.28118609406952966,0.20198265179677818,44,exact_dedup_clean,0.7773898008289882
0.8740076824583867,0.7542958648265778,0.7984900742433289,0.5186524468683495,0.6169150896529182,0.7379577317170548,M_new,100,0.7000482374210334,0.8738463723045932,20,3905,0.12599231754161333,all3,4842,0.7561955634898142,0.8001737744258944,0.704874019000413,umap,937,0.8260405549626467,0.19351507641470467,55,exact_dedup_clean,0.8001737744258945
0.8532364879299295,0.7542958648265778,0.759401070961009,0.5186524468683495,0.5274622434385093,0.6840034925140309,M_new,100,0.36876443824048843,0.8583689308951045,20,4681,0.14676351207007055,any2,4842,0.7561955634898142,0.7613301919649826,0.8248657579512598,umap,161,0.515527950310559,0.03325072284180091,55,exact_dedup_clean,0.7613301919649827
0.8409748038000826,0.7542958648265778,0.7542958648265778,0.5186524468683495,0.5186524468683495,0.6803925818764632,M_new,100,nan,0.8510067848048515,20,4842,0.1590251961999174,kmeans,4842,0.7561955634898142,0.7561955634898142,0.8409748038000826,umap,0,nan,0.0,55,exact_dedup_clean,0.7561955634898142
