acc_kept,ami_all,ami_kept,ari_all,ari_kept,completeness_all,completeness_kept,dataset,dim,error_gap,error_lift,homogeneity_all,homogeneity_kept,k,kept,kept_error,method,n,nmi_all,nmi_kept,overall_accuracy,reduction,rejected,rejected_error,rejection_rate,repeat,seed,subset,v_measure_all,v_measure_kept
0.9994294842537654,0.6291531184783641,0.6286970493392537,0.1396967193420598,0.14016734071770723,0.4616207033633102,0.46259794208471633,F_new,100,-0.00018486206324186405,0.6759737755496447,0.9984869417072703,0.9983616653383276,60,8764,0.0005705157462345678,random_reject_same_coverage,13950,0.6313537852994531,0.6322420544622868,0.6278853046594982,umap,5186,0.00038565368299270375,0.3717562724014337,0,11,exact_dedup_clean,0.6313537852994531,0.6322420544622868
0.9994294842537654,0.6291531184783641,0.6284287582989717,0.1396967193420598,0.1398388860735715,0.4616207033633102,0.46232819653000096,F_new,100,-0.00018486206324186405,0.6759737755496447,0.9984869417072703,0.998293720563572,60,8764,0.0005705157462345678,random_reject_same_coverage,13950,0.6313537852994531,0.6319764615798422,0.6278853046594982,umap,5186,0.00038565368299270375,0.3717562724014337,1,11,exact_dedup_clean,0.6313537852994531,0.6319764615798422
0.9994294842537654,0.6291531184783641,0.6294835262490184,0.1396967193420598,0.1403477918322874,0.4616207033633102,0.46342098914562635,F_new,100,-0.00018486206324186405,0.6759737755496447,0.9984869417072703,0.9983928309725263,60,8764,0.0005705157462345678,random_reject_same_coverage,13950,0.6313537852994531,0.633016581068845,0.6278853046594982,umap,5186,0.00038565368299270375,0.3717562724014337,2,11,exact_dedup_clean,0.6313537852994531,0.633016581068845
0.9995435874030123,0.6291531184783641,0.6274332780565569,0.1396967193420598,0.13857813833052748,0.4616207033633102,0.4612125282917856,F_new,100,0.00012206792750135698,1.2674508291554603,0.9984869417072703,0.9986368161443306,60,8764,0.00045641259698769865,random_reject_same_coverage,13950,0.6313537852994531,0.6310018394358243,0.6279569892473118,umap,5186,0.0005784805244890556,0.3717562724014337,3,11,exact_dedup_clean,0.6313537852994531,0.6310018394358243
0.9994294842537654,0.6291531184783641,0.6269630361863664,0.1396967193420598,0.13847139622793334,0.4616207033633102,0.46076001633636265,F_new,100,-0.00018486206324186405,0.6759737755496447,0.9984869417072703,0.9984067526313251,60,8764,0.0005705157462345678,random_reject_same_coverage,13950,0.6313537852994531,0.6305323304178552,0.6278853046594982,umap,5186,0.00038565368299270375,0.3717562724014337,4,11,exact_dedup_clean,0.6313537852994531,0.6305323304178553
0.9993153811045185,0.6291531184783641,0.6266170487512382,0.1396967193420598,0.13860394827741832,0.4616207033633102,0.4604770683208189,F_new,100,-0.0004917920539851961,0.2816557398123245,0.9984869417072703,0.998028047028226,60,8764,0.000684618895481548,random_reject_same_coverage,13950,0.6313537852994531,0.6301918647539707,0.6278136200716846,umap,5186,0.00019282684149635188,0.3717562724014337,5,11,exact_dedup_clean,0.6313537852994531,0.6301918647539707
0.9994294842537654,0.6291531184783641,0.6278251799247457,0.1396967193420598,0.1397163078120277,0.4616207033633102,0.4616666898752137,F_new,100,-0.00018486206324186405,0.6759737755496447,0.9984869417072703,0.9984478388804806,60,8764,0.0005705157462345678,random_reject_same_coverage,13950,0.6313537852994531,0.6313889762905552,0.6278853046594982,umap,5186,0.00038565368299270375,0.3717562724014337,6,11,exact_dedup_clean,0.6313537852994531,0.6313889762905552
0.9996576905522593,0.6291531184783641,0.6299255728933256,0.1396967193420598,0.14072158754083525,0.4616207033633102,0.4637754727807971,F_new,100,0.000428997918244578,2.2532459184986373,0.9984869417072703,0.9989055288143054,60,8764,0.0003423094477407185,random_reject_same_coverage,13950,0.6313537852994531,0.6334503331676524,0.6280286738351254,umap,5186,0.0007713073659852965,0.3717562724014337,7,11,exact_dedup_clean,0.6313537852994531,0.6334503331676524
0.9993153811045185,0.6291531184783641,0.6264323680800178,0.1396967193420598,0.13743599543897794,0.4616207033633102,0.4602714321078837,F_new,100,-0.0004917920539851961,0.2816557398123245,0.9984869417072703,0.9980651264339758,60,8764,0.000684618895481548,random_reject_same_coverage,13950,0.6313537852994531,0.6300066502344578,0.6278136200716846,umap,5186,0.00019282684149635188,0.3717562724014337,8,11,exact_dedup_clean,0.6313537852994531,0.6300066502344577
0.9996576905522593,0.6291531184783641,0.628341136203114,0.1396967193420598,0.14005784619395129,0.4616207033633102,0.462100163824515,F_new,100,0.000428997918244578,2.2532459184986373,0.9984869417072703,0.9989478253681564,60,8764,0.0003423094477407185,random_reject_same_coverage,13950,0.6313537852994531,0.631894307605654,0.6280286738351254,umap,5186,0.0007713073659852965,0.3717562724014337,9,11,exact_dedup_clean,0.6313537852994531,0.631894307605654
0.9996576905522593,0.6291531184783641,0.6284421955389997,0.1396967193420598,0.1394252854616244,0.4616207033633102,0.4621937320666272,F_new,100,0.000428997918244578,2.2532459184986373,0.9984869417072703,0.9990048806645102,60,8764,0.0003423094477407185,random_reject_same_coverage,13950,0.6313537852994531,0.631993200820353,0.6280286738351254,umap,5186,0.0007713073659852965,0.3717562724014337,10,11,exact_dedup_clean,0.6313537852994531,0.631993200820353
0.9994294842537654,0.6291531184783641,0.6297348392259468,0.1396967193420598,0.1425707942928616,0.4616207033633102,0.4636992239899217,F_new,100,-0.00018486206324186405,0.6759737755496447,0.9984869417072703,0.9983856053018989,60,8764,0.0005705157462345678,random_reject_same_coverage,13950,0.6313537852994531,0.6332746515746761,0.6278853046594982,umap,5186,0.00038565368299270375,0.3717562724014337,11,11,exact_dedup_clean,0.6313537852994531,0.6332746515746762
0.9996576905522593,0.6291531184783641,0.6265632367540305,0.1396967193420598,0.1375698382152049,0.4616207033633102,0.46020405454884017,F_new,100,0.000428997918244578,2.2532459184986373,0.9984869417072703,0.9990223693835866,60,8764,0.0003423094477407185,random_reject_same_coverage,13950,0.6313537852994531,0.6301340730060762,0.6280286738351254,umap,5186,0.0007713073659852965,0.3717562724014337,12,11,exact_dedup_clean,0.6313537852994531,0.6301340730060763
0.9994294842537654,0.6291531184783641,0.6287385318172487,0.1396967193420598,0.1413375257211584,0.4616207033633102,0.46265786354138416,F_new,100,-0.00018486206324186405,0.6759737755496447,0.9984869417072703,0.9983034278450262,60,8764,0.0005705157462345678,random_reject_same_coverage,13950,0.6313537852994531,0.6322863361485997,0.6278853046594982,umap,5186,0.00038565368299270375,0.3717562724014337,13,11,exact_dedup_clean,0.6313537852994531,0.6322863361485999
0.9995435874030123,0.6291531184783641,0.6275785163843599,0.1396967193420598,0.13939774193533025,0.4616207033633102,0.46137031465768347,F_new,100,0.00012206792750135698,1.2674508291554603,0.9984869417072703,0.9986362692412486,60,8764,0.00045641259698769865,random_reject_same_coverage,13950,0.6313537852994531,0.6311493863788007,0.6279569892473118,umap,5186,0.0005784805244890556,0.3717562724014337,14,11,exact_dedup_clean,0.6313537852994531,0.6311493863788007
0.9998858968507531,0.6291531184783641,0.627477182511226,0.1396967193420598,0.13827455123254978,0.4616207033633102,0.46103828535602054,F_new,100,0.001042857899731131,10.139606633247643,0.9984869417072703,0.999649409536284,60,8764,0.00011410314924686915,random_reject_same_coverage,13950,0.6313537852994531,0.6310406411190406,0.6281720430107527,umap,5186,0.0011569610489780002,0.3717562724014337,15,11,exact_dedup_clean,0.6313537852994531,0.6310406411190406
