acc_kept,ami_all,ami_kept,ari_all,ari_kept,completeness_all,completeness_kept,dataset,dim,error_gap,error_lift,homogeneity_all,homogeneity_kept,k,kept,kept_error,method,n,nmi_all,nmi_kept,overall_accuracy,reduction,rejected,rejected_error,rejection_rate,seed,subset,v_measure_all,v_measure_kept
1.0,0.6197208232642244,0.6570351463803183,0.13167164038759985,0.18346382114902196,0.455953882390276,0.49748390723990776,F_new,2048,0.14083297552597684,nan,0.9937538246138645,1.0000000000000002,60,3671,0.0,all3,6000,0.6250996835896422,0.6644263819259959,0.6118333333333333,raw,2329,0.14083297552597684,0.38816666666666666,11,fixed_6000,0.6250996835896421,0.6644263819259959
0.9997037037037036,0.6168163144024323,0.663480696703007,0.12500067523646427,0.195856256319025,0.4525785943371256,0.505767402061407,F_new,100,0.10294179894179889,348.4285714285083,0.9951678151570662,0.9992240333812276,60,3375,0.00029629629629635,all3,6000,0.6221968819396895,0.6715984311125435,0.5623333333333334,pca,2625,0.10323809523809524,0.4375,11,fixed_6000,0.6221968819396894,0.6715984311125436
0.9994386752736458,0.6164675405337416,0.6443941855520741,0.12270176839935057,0.16167722759383985,0.4519914760285562,0.4835235681324561,F_new,100,0.41265164203605864,736.1389002872683,0.9961867154105667,0.998306345659882,60,3563,0.0005613247263541732,all3,6000,0.621840470406489,0.6514980455582635,0.5935,umap,2437,0.4132129667624128,0.4061666666666667,11,fixed_6000,0.6218404704064889,0.6514980455582636
0.9997166336072542,0.6178954154598066,0.6577151852123192,0.12806815983964126,0.17912832574697032,0.4540677915281571,0.4986419984252694,F_new,2048,0.14783480438831442,522.7090246863199,0.9935576193523514,0.999163143016199,60,3529,0.00028336639274584297,all3,6000,0.6232862598079032,0.6652730620312676,0.588,raw,2471,0.14811817078106027,0.41183333333333333,22,fixed_6000,0.6232862598079031,0.6652730620312676
0.9996957712199575,0.617912647542137,0.668561173713385,0.12688405917817763,0.20027050838735816,0.4536399150768999,0.5111332199230941,F_new,100,0.18362500085504774,604.5753778106291,0.9956197044739006,0.9991925085985449,60,3287,0.00030422878004254805,all3,6000,0.6232876871659733,0.6763050838615055,0.5476666666666666,pca,2713,0.18392922963509029,0.45216666666666666,22,fixed_6000,0.6232876871659733,0.6763050838615055
0.9975523524612456,0.615970169122509,0.6350787939789501,0.12350961976524658,0.15576686555696287,0.4517872798496679,0.47464954777563156,F_new,100,0.31911929176387155,131.37795953508652,0.9946908675565765,0.9944697785637051,60,3677,0.0024476475387543717,all3,6000,0.6213556452968395,0.6425953592863798,0.6113333333333333,umap,2323,0.3215669393026259,0.38716666666666666,22,fixed_6000,0.6213556452968395,0.6425953592863797
1.0,0.6171906380481568,0.6503018013991368,0.12994651726772674,0.18432126041624564,0.45349545492875365,0.49134862847182664,F_new,2048,0.2143361581920904,nan,0.9927470538371324,0.9999999999999998,60,3168,0.0,all3,6000,0.62258753159347,0.6589319480252015,0.528,raw,2832,0.2143361581920904,0.472,33,fixed_6000,0.62258753159347,0.6589319480252015
0.9994095069382934,0.6168471118685942,0.652969178346394,0.128588000874515,0.17799237663236436,0.4532513336195619,0.494154490259179,F_new,100,0.1241703182662689,211.28243398391604,0.9922104746054393,0.9987130409716488,60,3387,0.000590493061706554,all3,6000,0.6222519589064232,0.6611685542784193,0.5641666666666667,pca,2613,0.12476081132797545,0.4355,33,fixed_6000,0.6222519589064232,0.6611685542784194
0.9976811594202899,0.6162365734971319,0.6475330083629819,0.12407761478834892,0.16620619514622478,0.4519365900880753,0.48789502631532383,F_new,100,0.37179880647911345,161.33823529412064,0.9953000677331083,0.9943018293240664,60,3450,0.002318840579710102,all3,6000,0.6216157064497311,0.654589051835724,0.5736666666666667,umap,2550,0.37411764705882355,0.425,33,fixed_6000,0.6216157064497311,0.654589051835724
0.9997141223556318,0.6197272669526772,0.6652157404725118,0.13161953735247314,0.2080772191252751,0.45555911756147394,0.5070519265573835,F_new,2048,0.20035361076490443,701.8369304557596,0.9956229651077447,0.999351360149831,60,3498,0.0002858776443681599,all3,6000,0.6250974634060551,0.6727587983153418,0.5828333333333333,raw,2502,0.2006394884092726,0.417,44,fixed_6000,0.6250974634060551,0.6727587983153416
0.9994174191669094,0.6160458445190287,0.6579724402825334,0.1250368059431391,0.18424513344347151,0.45215173799510566,0.4994495615374355,F_new,100,0.16303253408704965,280.84534476041864,0.9933727327849762,0.9983610264554463,60,3433,0.0005825808330905957,all3,6000,0.6214425513852238,0.6658131287313431,0.5718333333333333,pca,2567,0.16361511492014025,0.42783333333333334,44,fixed_6000,0.6214425513852238,0.6658131287313432
0.9967435549525102,0.6174135566973726,0.6576102079709368,0.12639016186421662,0.18315345350155293,0.453297250088087,0.49922214009376065,F_new,100,0.283136643505426,87.9465442764589,0.9947643847009554,0.9928704792502099,60,3685,0.0032564450474897866,all3,6000,0.6227966396419347,0.6643862707465654,0.6121666666666666,umap,2315,0.2863930885529158,0.3858333333333333,44,fixed_6000,0.6227966396419345,0.6643862707465653
1.0,0.6167479914160693,0.654999363788306,0.12513121354225926,0.1785142383549819,0.4525974668059901,0.4959749853332458,F_new,2048,0.16737369841881988,nan,0.9947467845383161,1.0000000000000002,60,3407,0.0,all3,6000,0.622132397841464,0.66307924958085,0.5678333333333333,raw,2593,0.16737369841881988,0.43216666666666664,55,fixed_6000,0.622132397841464,0.66307924958085
0.9994040524433849,0.6165722438473709,0.6495677720022496,0.1276936783478433,0.17445692240189875,0.4529044613429191,0.4907894711243562,F_new,100,0.0909320403405105,153.58396369136253,0.9924659987529131,0.9983976027959249,60,3356,0.0005959475566150729,all3,6000,0.6219751834924697,0.6580812310680422,0.559,pca,2644,0.09152798789712557,0.44066666666666665,55,fixed_6000,0.6219751834924697,0.6580812310680422
