dataset,relative_path,bytes,sha256
F_new,data/images_clean/F_new/0_0.jpg,9616,cc34c72a9d19c74ab2fe86204143856e370d0c981a90382535811b262bb15dda
F_new,data/images_clean/F_new/0_1.jpg,16390,a671f0e6e8195847c34e26cdde6ae579a04a70d06e804ba0513173dc8f7743b8
F_new,data/images_clean/F_new/0_10.jpg,9620,fb18e667645288e34eeb2cf8a94518558955cc60c874b4c46cd9e8067f59efd6
F_new,data/images_clean/F_new/0_100.jpg,14693,a9646d821c844177eedf0b8049955e9e8713ee636d2124593edec01ebf72bdf0
F_new,data/images_clean/F_new/0_101.jpg,9384,1dda00a793e994fcd0cb8bf572f2a48898071181adf975ecdf3dd55215f12a10
F_new,data/images_clean/F_new/0_102.jpg,13014,6a0e1b494772e94bfd678aed647236fc76bb9692f0c438561c44aea275514673
F_new,data/images_clean/F_new/0_103.jpg,17381,bce650b3f21ccb7fcbb9af065296dde55fdb33cbf79f75262a8f2f65ef44ef6d
F_new,data/images_clean/F_new/0_104.jpg,12378,39419a5108321de619571682ab15a93e5b8b2e4426ec15905b188ac730578152
F_new,data/images_clean/F_new/0_105.jpg,10315,b6a08f3c00f00ba89287ade27c383e1352b9d3e96c33e9009757a23c4c93dc55
F_new,data/images_clean/F_new/0_106.jpg,11631,829d5ef9281f5ef5c5f40021cfede104ea3ea7d3d0354266823551afd8db8e3b
F_new,data/images_clean/F_new/0_107.jpg,13897,89fd0c6e8b1929d9c2625ba119ee65956c098d53eabf325033cceaa8644b46db
F_new,data/images_clean/F_new/0_108.jpg,20931,9b99374cc2a01fb970943a0aa3c2653fcc8ac2950418c8ea434c0973d5e93231
F_new,data/images_clean/F_new/0_109.jpg,19655,ae66ba019fbcba815b6da2eb29017cafe7c43ac5103422083160d98e6c52ec03
F_new,data/images_clean/F_new/0_11.jpg,21225,c4edd4badb7c7ff8363b59e61d04f30ef9f4094b681c59a9a504d369eeb039bf
F_new,data/images_clean/F_new/0_110.jpg,10604,f06315c010675ab9c4654f449339f0f33db924032c57e74e94e741badd092ad9
F_new,data/images_clean/F_new/0_111.jpg,10108,653e1d01d1df46983ecfc49b171414ae9ab6030f0ba106a92fd4aa64dc41b61f
F_new,data/images_clean/F_new/0_112.jpg,16075,02fe7684e9215c0ee79ade87296fe4564fa4797796fdd2eb76138edaf64d1638
F_new,data/images_clean/F_new/0_113.jpg,13855,8e1e1eee76be77fa56a00530aa85c3a572f03b215405c366bd13b1dea073e98d
F_new,data/images_clean/F_new/0_114.jpg,8757,d3d95be3225a1e7b76e8260049eae62e6f3e9aa6d72347a2aa8713bb3cc7ea7b
F_new,data/images_clean/F_new/0_115.jpg,9356,4df1c221c6f55d4cfd7db511b822826bc0daa38f4397214fa84f2bcef1eceb94
F_new,data/images_clean/F_new/0_116.jpg,16994,99995734933bf073e03e133538b7391992a844a6f462ec9e8ee2c479f106a3f4
F_new,data/images_clean/F_new/0_117.jpg,8940,751e92616385aeaedbdf8d595813350ed698c488d332e309ddfc8181a1e985d8
F_new,data/images_clean/F_new/0_118.jpg,20559,9004804d633b5243ed921b4202563d229e7c007b2b37a10b710950f664f1e3df
F_new,data/images_clean/F_new/0_119.jpg,17088,e4079a4f7ad8ca12c1e08f5ae5b8057fc02f5943ff2f0a6d23af222d5ab4337b
F_new,data/images_clean/F_new/0_12.jpg,12286,56062f3b489873d48b772df7b6bd893aeaee75db9f73c0cfdcdaed8fa2c28e09
F_new,data/images_clean/F_new/0_120.jpg,19785,bf11820552be5208a6431a43a4e25c39f86cae25f3bf45ca875f94821165a1ef
F_new,data/images_clean/F_new/0_121.jpg,9305,47a61641274552d129ffa01a4467cd9ff8aa71134c65e2e2ef89f853149e9a43
F_new,data/images_clean/F_new/0_122.jpg,10031,9c07d8581a147dde2552bc36ab7b5762c140fa9b00897cb64e2ab55c696ff0c7
F_new,data/images_clean/F_new/0_123.jpg,9784,450f00d066be636c96a4499313d7a7375e4b7d55e275222468fc328e8032d590
F_new,data/images_clean/F_new/0_124.jpg,18849,e896e056afe8f33faa5f8d4d33b92cd016927eab7d77ee557c7d99331dff881d
F_new,data/images_clean/F_new/0_125.jpg,12327,432f509ba3f94e2b39d206185bc205c804d1b54cc19502f3da4c19acdb33b6a7
F_new,data/images_clean/F_new/0_126.jpg,11107,3b21f3f991bd7f264ed61b27e42af6794443c305891418a6d0d14767aeaf9162
F_new,data/images_clean/F_new/0_127.jpg,10839,10775689bd85e494111e91c5e3b6232adf7a6209660eb70fafb0ab2a9f6a3906
F_new,data/images_clean/F_new/0_128.jpg,18440,cb486fd99a587605b58f64709005ccb7929a2c2980bd9e10f1652302e78d355b
F_new,data/images_clean/F_new/0_129.jpg,21271,6cb49896f16e69035ac41a396ffdee77febf6c215c0d0bac457de0cc21d9726a
F_new,data/images_clean/F_new/0_13.jpg,16251,e39584679bb475f9233b571966c124ffa780800ab0780830ca62cc4ec9306a89
F_new,data/images_clean/F_new/0_130.jpg,15965,de2fac4cd6bb3901b94ccab50808b866c1846a9805fc7dad9b6d17cafc3e756a
F_new,data/images_clean/F_new/0_131.jpg,19802,7aa6f95e20d134ba477457f9817e7012efe10a97b594ae3e063d930fd176c13b
F_new,data/images_clean/F_new/0_132.jpg,12109,ac2fbaa2416d7883b0560623b8f6a0f8108de959a5ba19ed3d49d313b275593c
F_new,data/images_clean/F_new/0_133.jpg,10068,f7f5d0912898ce2653efd01688158dd0c5baf70981b48ee4e9b46f39841583a4
F_new,data/images_clean/F_new/0_134.jpg,16088,d7ab3c98f548f0f6ae6abb5f513f06a1e9fa781f6b24b472e05c052db310d68b
F_new,data/images_clean/F_new/0_135.jpg,19576,4ee3d9fa54fcdd189b79a55a1580aef808c45932f9892381ab3766f08b6d2b06
F_new,data/images_clean/F_new/0_136.jpg,11394,a324a1a650ba72d78ec27c3d53f0bc864803f341ae48ab3004cdde0bdace4b36
F_new,data/images_clean/F_new/0_137.jpg,11634,f82accfa969efad93ea9f9ce049e18d166faa1dc97cdf1c6bbbd3e214b5dfc13
F_new,data/images_clean/F_new/0_138.jpg,11564,f7eee5ddf4cc1674c566ff099812b0f61fbfb4deb5c756455e072c15fddc4316
F_new,data/images_clean/F_new/0_139.jpg,9269,f0b3498e5100939149124b39168b7682930883ea16b3a704a1e0f6d67219bec1
F_new,data/images_clean/F_new/0_14.jpg,21066,11ca1b89f706332420856b6025d4cadb22948bc792d0cd074288009a1d89df6e
F_new,data/images_clean/F_new/0_140.jpg,11665,2f82e6a13eabbfb77a28aefa352481f37fff34b44a7dcd3d80b88f7a95e85a3e
F_new,data/images_clean/F_new/0_141.jpg,20425,bbd19cca98af0b07113f030dfdad8cb49c2c8eb21965dc30362fd3387c657f32
F_new,data/images_clean/F_new/0_142.jpg,15185,d3c9c8ad6f2dd34028e5c75862b6e732a695536d454615b18b5c7f82994fa2f4
F_new,data/images_clean/F_new/0_143.jpg,9809,2efbf4b70f38540497a2c9a2c2028cee7b8d800acc207032a1337d09b02d9950
F_new,data/images_clean/F_new/0_144.jpg,18078,09752f8c04e4a89ab0438ecb9ed719db0c177a6968e7fc0356e13bfb8ee6cb80
F_new,data/images_clean/F_new/0_145.jpg,18650,e3361ff9e8a77610aa1b953a57bc4d1dd0ea7755bde5d46f469f95851886b2cd
F_new,data/images_clean/F_new/0_146.jpg,17435,773acf217f4001de94792e05036b3a23964fc89fa19982cdbe5c14170f1a10c9
F_new,data/images_clean/F_new/0_147.jpg,9634,9620b511ee4e353c1d8ddf7b24eb38d46524907c0de6e7c2eaae35853b847520
F_new,data/images_clean/F_new/0_148.jpg,9796,9d5866eafbafc40fdb3946e79a3a0db46185daa47f1e2a7054af3ac34b27edd1
F_new,data/images_clean/F_new/0_149.jpg,11182,1ddd81e3876950fa8f003dbe7ef0deb5da5785188750623ffcff689f08ed0aac
F_new,data/images_clean/F_new/0_15.jpg,19685,1efedfb2bfe810da9557c6a0888f8209e7912616217b4690548e40d70db660cf
F_new,data/images_clean/F_new/0_150.jpg,11370,30f90d9d570cfc2e973c82971bd270c9270a34983251353ce7cd92b54abc6d6d
F_new,data/images_clean/F_new/0_151.jpg,9653,220bc63edc372081750986146606543a6838c17524e76a9e03bade076c4ba115
F_new,data/images_clean/F_new/0_152.jpg,14010,01366c58122ffd2b1c91535b6bd4297da98a397dc2909bfdf4317aeb963ce57d
F_new,data/images_clean/F_new/0_153.jpg,12795,62daf4a95b8750bd029527bd6caf78012ff079e732a2b9cc868c919f44ba4ba2
F_new,data/images_clean/F_new/0_154.jpg,11203,e3c3a117613bfc3522bf026a0adadd9edc19384c26c9bbad398d989120ee447f
F_new,data/images_clean/F_new/0_155.jpg,11057,4968bb7173132dcd4a6008540e208134657d9b301825623659197e69ebcd4992
F_new,data/images_clean/F_new/0_156.jpg,18741,97a89659d89e15ffc53e59e221af3c5737c0d6990a04b8e60e4dedd939e2d554
F_new,data/images_clean/F_new/0_157.jpg,10361,5083c80d5f9cbdcd23767ff5ddd9a8f4fd30d0d152bb60efd658752bcd8e2e70
F_new,data/images_clean/F_new/0_158.jpg,12253,88b272ac0a3393dfb29188d77b454bd541a5a6700a9609250601b95714c7f5d7
F_new,data/images_clean/F_new/0_159.jpg,9776,4f26ecca3cc0f596e901cfa02c053a6c9ddd8a2dd5a309a8d6b845ec72da9dad
F_new,data/images_clean/F_new/0_16.jpg,11002,a57af88f8ccd95830ad63073365e19070db624beb8f4b63744a12e4e257d12f9
F_new,data/images_clean/F_new/0_160.jpg,14656,7850b6de272c7907b0ab9b6e0c29a1e682472222e11fb980d8aa2d85961841f6
F_new,data/images_clean/F_new/0_161.jpg,10379,368ce42474119fe1a5de0033e9a6dfaff1a7b9760235a7c57636c0f5e0e8f04b
F_new,data/images_clean/F_new/0_162.jpg,8687,c44f502b21e5c802fb4df57baad224ad39d29399771ea7bb021dc28178547aa8
F_new,data/images_clean/F_new/0_163.jpg,14199,bb550997575d65605ff461ce6c9b909ce1e353ce52d94431c3220fdf30b763b6
F_new,data/images_clean/F_new/0_164.jpg,19383,27d0218901d2be8b6e601b78d99386c22835125edc1c245dc2de93042b99ff14
F_new,data/images_clean/F_new/0_165.jpg,17403,a6265d3258867a35c5e5ca141df96ddf1b149bf5bc245f5ed6fdf0483b0fe9f8
F_new,data/images_clean/F_new/0_166.jpg,12133,63de7eef747641eebf5d7afa64e60c59ad425a6794b69d620c41763b63d3e7b4
F_new,data/images_clean/F_new/0_167.jpg,15200,2f4f31b29d4e1365729fc5a9ec563b56d86da0a6fe8af55ffd2d94a25db116d4
F_new,data/images_clean/F_new/0_168.jpg,10354,7b5377bb603a267e7d68fc4884a00cf758566891ad00ecd3c54dced8a9fe8abc
F_new,data/images_clean/F_new/0_169.jpg,12651,9640fef46268abaf0224e9bc3ff2b4c4f020b6564b46f6a338189eba1deadfe1
F_new,data/images_clean/F_new/0_17.jpg,19788,dc6251dc9b1b0eb7073677a94b75cf277517687489de09eb6bf4ddb780e84816
F_new,data/images_clean/F_new/0_170.jpg,18165,52086a85d5a486c6b5808b31be48988763b613dac38652ebcf271e7f731fcaa8
F_new,data/images_clean/F_new/0_171.jpg,18336,26a26395cd33283c95abb7c7f53f4bc4e9f69b72edb37cdf20e8dd9cc7d433c1
F_new,data/images_clean/F_new/0_172.jpg,13154,4e11c2081ea751185407678ebedb2711eea39ce26e2c1567d70c33702c32d365
F_new,data/images_clean/F_new/0_173.jpg,10212,5004556b29d2d8d7838660a740ffa2f3947db22adc34c1833df14fa813744fca
F_new,data/images_clean/F_new/0_174.jpg,15252,879ac2497eedb12636ec4ae646b744b9c5969063bd57575873885421bd72da2d
F_new,data/images_clean/F_new/0_175.jpg,11323,074d406d2ba62ebdace4b20ccae8a41ced94c561e4db8d84b39231a18a1a5fd2
F_new,data/images_clean/F_new/0_176.jpg,15734,c470a0c88c6fb003d68df6bb7f416d713134a020d74983ad9e46cdcc1b081a83
F_new,data/images_clean/F_new/0_177.jpg,10435,0c317cf129cdf5f845cc27e1f774f79c6429139a5acccc84e8899b70f1940389
F_new,data/images_clean/F_new/0_178.jpg,9022,60885d5399abf76e14b1d605d847c21cdee826af4ca0e1b07262dfa7e9ed9365
F_new,data/images_clean/F_new/0_179.jpg,19559,da937d601859b8c5c0b4d07505b0bcbdf39f7063419bcf8b64ac398d2bca318e
F_new,data/images_clean/F_new/0_18.jpg,17143,2fb882cd1f9b5f33f652cb63678bd6ebfa27585822a0631d88c30d247efbfeaa
F_new,data/images_clean/F_new/0_180.jpg,19716,5f078f77d121671abc0a8dd27e7dd169886fb7e0a2024bc1c5f480983f8dc5fc
F_new,data/images_clean/F_new/0_181.jpg,9516,df98b1256bf59e9fcc2db6aed787829be3180aeab2b2900f173d9756d83e84c1
F_new,data/images_clean/F_new/0_182.jpg,10711,4b13c112d0f5602e58a63df7e896da122a30a9b408bdc9c7dd104278b08f5afb
F_new,data/images_clean/F_new/0_183.jpg,16191,e9e0c6d298c0fbd02992bef4f4c80fa02c50681cc1a012087d0cd7323519732b
F_new,data/images_clean/F_new/0_184.jpg,10723,b5ddc3b61db6e7603af05aa92cba26bcc51b9e183762c1cc0b953459e66ccbce
F_new,data/images_clean/F_new/0_185.jpg,8723,764c2130c818282efa717f747aa4369af4e201c1b6502c210551076ec7371a01
F_new,data/images_clean/F_new/0_186.jpg,18393,8390f208554a69df56c2758735082b2e51a4dcf3a13919349c162d485c7746b3
F_new,data/images_clean/F_new/0_187.jpg,16806,fd00f042b71edc0b03e63022426aefe37662bb67247be5d1c3892e752e96883e
F_new,data/images_clean/F_new/0_188.jpg,13311,1c5538da4383ed3d6fbc52d7c5bc82d8c743ed57eee40c7d100bbd2d0a0e9977
F_new,data/images_clean/F_new/0_189.jpg,15739,b5f4775063bf02d4bb33bc0ed2620123c46850193fb8851568827ce5aac58f72
F_new,data/images_clean/F_new/0_19.jpg,10773,f23531142a36c8740a40a4605c6b3da33623e638ca1147dffb26722cd036155d
F_new,data/images_clean/F_new/0_190.jpg,21009,8d772b3372a2a7347c180f74126f7e7aa8c0e62001c7489f827eae2ca38e80b9
F_new,data/images_clean/F_new/0_191.jpg,11438,002c6f35db42612d324c89615835cb338089482e5ede93a6f31c2a97fb75a9ea
F_new,data/images_clean/F_new/0_192.jpg,20225,64284c274dafbb1e700ac62b9b0c2a522b55ed7dfd19f973a78c6a267ce1a507
F_new,data/images_clean/F_new/0_193.jpg,16973,75b3d9d153bceb2d24d014b8fdd0a5c2bc47c3aecea8492bf26f4570c54ec4d3
F_new,data/images_clean/F_new/0_194.jpg,16396,76d8ece06c77598abfe0654134b1cba278a1df942655802a565cc06aaeaa7f3a
F_new,data/images_clean/F_new/0_195.jpg,10463,95305642ceaa3bc7028610a5e965a49f9377e939ad79e2c2383d836410674f8c
F_new,data/images_clean/F_new/0_196.jpg,9073,46b0a3566ddfdeb817e99e2af8ffeee16b36f614690e01909abe8e5c4b6d39cc
F_new,data/images_clean/F_new/0_197.jpg,11382,5dad36a1f4769d669cb7abd5c2babb72a2500fc193b81ac90d54d58930ce124f
F_new,data/images_clean/F_new/0_198.jpg,10217,dbd86aef66f8f204937aa59edb523a13032685aa8a8e25f4d8a47d71e0336c43
F_new,data/images_clean/F_new/0_199.jpg,10934,b8e306354bddcc79efca5da988aa6b29025428bc3040933fb898ead5eed619b5
F_new,data/images_clean/F_new/0_2.jpg,12066,86e52b8311ba6af96c2fff73178e244d548056ad44923840ed110fcb5b57047a
F_new,data/images_clean/F_new/0_20.jpg,18726,d72f9cf3e06338d877b10b725492c6e3c6cc311374502d03e2ec34ce05c9ee6f
F_new,data/images_clean/F_new/0_200.jpg,19509,1c7a8af76c37c5b6f25759c14026b00cb266d39a1d9325e7bf62083ee50491c5
F_new,data/images_clean/F_new/0_201.jpg,11480,8c9b9abd2e7fabdbe2e8f842fd0079c4f5c57642deb5f765300908557587adad
F_new,data/images_clean/F_new/0_202.jpg,9331,756b4b615818e1545ad1ca7b6a415ecbb846744069d66cee66fc4e98743029b1
F_new,data/images_clean/F_new/0_203.jpg,15772,34688f6331e97374bcbd7405de0402d6a74d3379105b0dcfa1fa763e5b9f2d6a
F_new,data/images_clean/F_new/0_204.jpg,11960,6e467548b46602813e98793f1ae4888b73cc7d2804c95639b8306089d1bd3df2
F_new,data/images_clean/F_new/0_205.jpg,17353,845cc570063ddb0ab14ba697bb9a5028fdc69fbe9edc7a838c75387829e35ab4
F_new,data/images_clean/F_new/0_206.jpg,20524,724b4be526b8338d0f2ab46e0f7c777d2e0b18f4b1c37f05e989c8b3218c2b9a
F_new,data/images_clean/F_new/0_207.jpg,18329,c7c70b84f186b1937840267365a36402268303a301028b425429375e8c8cc56c
F_new,data/images_clean/F_new/0_208.jpg,12212,f714031e43597ec341d4e9e51eed74990a3fd145fc0012b5272f4dd1ec85bfe5
F_new,data/images_clean/F_new/0_209.jpg,21805,a3d67c565d72aa59f453cfa99c46a34da6618c1d508a56d8ac3ae7db89d4bd77
F_new,data/images_clean/F_new/0_21.jpg,9185,c09bca6b412507b500330f0fbb4bc92c9d826c2b95db48a7259dbb57dfdf43f7
F_new,data/images_clean/F_new/0_210.jpg,11464,80d759d6a74776a1edb21fe40c0867c6d015eada071abaf2124f4e569b694345
F_new,data/images_clean/F_new/0_211.jpg,17190,6335c17e5d7714659bd81ce44e630519a0771eacd797951dbc638e7d7212e1ea
F_new,data/images_clean/F_new/0_212.jpg,11560,b26e079780bc4ad9903c07a8b729808d091d5d9119378d2c1a3a97b51bdf0fd2
F_new,data/images_clean/F_new/0_213.jpg,9182,3dfb0df5e978bdb08b5b94d5516e0008d82029176500f024212da37a6a3a87c3
F_new,data/images_clean/F_new/0_214.jpg,13544,48065d9c5cf86b51b339b5c7eb711f00570c6b4a5bdba04b2882a4193907b6f6
F_new,data/images_clean/F_new/0_215.jpg,9424,a2c417ea426d992cf4cbdfb128efacd642b88a6930afe48157df78aeff87d9d9
F_new,data/images_clean/F_new/0_216.jpg,13835,468b891b77efde274834a01b12c4412eafd7e5b54c65e75cfe00e9f49e04ab3c
F_new,data/images_clean/F_new/0_217.jpg,11856,8a87390fffc6c55ade8f643cd1ac9289f22820dc1692b9344168815574498e61
F_new,data/images_clean/F_new/0_218.jpg,22416,708120b9ee6b813ffdf60ef6f01f7bfdbae2f51c687a30e76189f895150de510
