acc_kept,ami_all,ami_kept,ari_all,ari_kept,completeness_all,completeness_kept,dataset,dim,error_gap,error_lift,homogeneity_all,homogeneity_kept,k,kept,kept_error,method,n,nmi_all,nmi_kept,overall_accuracy,reduction,rejected,rejected_error,rejection_rate,repeat,seed,subset,v_measure_all,v_measure_kept
0.9994951024941937,0.779938256248838,0.78067714552727,0.38801167120097135,0.39020922115385004,0.6406352117969482,0.6418857442903283,F_new,100,-1.0704276253492573e-05,0.9787991104523313,0.9983332867413363,0.9984003088862361,20,9903,0.0005048975058062899,random_reject_same_coverage,13950,0.7804511888616263,0.7813989811448476,0.7095340501792115,umap,4047,0.0004941932295527973,0.2901075268817204,0,11,exact_dedup_clean,0.7804511888616262,0.7813989811448476
0.9994951024941937,0.779938256248838,0.7807295966342473,0.38801167120097135,0.3904604891577019,0.6406352117969482,0.6419975233865483,F_new,100,-1.0704276253492573e-05,0.9787991104523313,0.9983332867413363,0.9983019669015913,20,9903,0.0005048975058062899,random_reject_same_coverage,13950,0.7804511888616263,0.7814516728651277,0.7095340501792115,umap,4047,0.0004941932295527973,0.2901075268817204,1,11,exact_dedup_clean,0.7804511888616262,0.7814516728651276
0.9992931434918711,0.779938256248838,0.7808650966945176,0.38801167120097135,0.3903868397651418,0.6406352117969482,0.6423916890103613,F_new,100,-0.0007068565081288503,0.0,0.9983332867413363,0.9977868097393241,20,9903,0.0007068565081288503,random_reject_same_coverage,13950,0.7804511888616263,0.7815856072608174,0.7093906810035843,umap,4047,0.0,0.2901075268817204,2,11,exact_dedup_clean,0.7804511888616262,0.7815856072608175
0.9994951024941937,0.779938256248838,0.7786872542463561,0.38801167120097135,0.3848525276931605,0.6406352117969482,0.6392143230089149,F_new,100,-1.0704276253492573e-05,0.9787991104523313,0.9983332867413363,0.9984027651662529,20,9903,0.0005048975058062899,random_reject_same_coverage,13950,0.7804511888616263,0.7794170593775712,0.7095340501792115,umap,4047,0.0004941932295527973,0.2901075268817204,3,11,exact_dedup_clean,0.7804511888616262,0.7794170593775712
0.9993941229930324,0.779938256248838,0.7788815689006198,0.38801167120097135,0.38597579721571385,0.6406352117969482,0.6395866795381193,F_new,100,-0.0003587803921911714,0.4078329626884564,0.9983332867413363,0.9981291066547283,20,9903,0.0006058770069675701,random_reject_same_coverage,13950,0.7804511888616263,0.7796103407657743,0.7094623655913979,umap,4047,0.00024709661477639866,0.2901075268817204,4,11,exact_dedup_clean,0.7804511888616262,0.7796103407657743
0.9993941229930324,0.779938256248838,0.78064727695452,0.38801167120097135,0.391638329661211,0.6406352117969482,0.6419973570634739,F_new,100,-0.0003587803921911714,0.4078329626884564,0.9983332867413363,0.9980391951422967,20,9903,0.0006058770069675701,random_reject_same_coverage,13950,0.7804511888616263,0.7813710306216632,0.7094623655913979,umap,4047,0.00024709661477639866,0.2901075268817204,5,11,exact_dedup_clean,0.7804511888616262,0.7813710306216634
0.9994951024941937,0.779938256248838,0.7803261182980182,0.38801167120097135,0.38868978976562496,0.6406352117969482,0.6414219372122316,F_new,100,-1.0704276253492573e-05,0.9787991104523313,0.9983332867413363,0.9983809014396392,20,9903,0.0005048975058062899,random_reject_same_coverage,13950,0.7804511888616263,0.7810492783432247,0.7095340501792115,umap,4047,0.0004941932295527973,0.2901075268817204,6,11,exact_dedup_clean,0.7804511888616262,0.7810492783432246
0.999596081995355,0.779938256248838,0.7816082674387207,0.38801167120097135,0.39191806226398146,0.6406352117969482,0.6430240971674825,F_new,100,0.00033737183968407525,1.8352483320979471,0.9983332867413363,0.998675395308463,20,9903,0.0004039180046450097,random_reject_same_coverage,13950,0.7804511888616263,0.7823262995142972,0.709605734767025,umap,4047,0.000741289844329085,0.2901075268817204,7,11,exact_dedup_clean,0.7804511888616262,0.7823262995142972
0.9992931434918711,0.779938256248838,0.7778431560003821,0.38801167120097135,0.38207860539131844,0.6406352117969482,0.6383381622668243,F_new,100,-0.0007068565081288503,0.0,0.9983332867413363,0.9977776668509191,20,9903,0.0007068565081288503,random_reject_same_coverage,13950,0.7804511888616263,0.7785751483768076,0.7093906810035843,umap,4047,0.0,0.2901075268817204,8,11,exact_dedup_clean,0.7804511888616262,0.7785751483768076
0.9996970614965162,0.779938256248838,0.779994813729915,0.38801167120097135,0.3873683628970503,0.6406352117969482,0.6407520825967374,F_new,100,0.0006854479556216431,3.2626637015066873,0.9983332867413363,0.9989282559626296,20,9903,0.00030293850348384055,random_reject_same_coverage,13950,0.7804511888616263,0.7807196870277129,0.7096774193548387,umap,4047,0.0009883864591054836,0.2901075268817204,9,11,exact_dedup_clean,0.7804511888616262,0.780719687027713
