acc_kept,ami_all,ami_kept,ari_all,ari_kept,completeness_all,completeness_kept,dataset,dim,error_gap,error_lift,homogeneity_all,homogeneity_kept,k,kept,kept_error,method,n,nmi_all,nmi_kept,overall_accuracy,reduction,rejected,rejected_error,rejection_rate,seed,subset,v_measure_all,v_measure_kept
0.9766440284909723,0.8927438329550764,0.8903188580606413,0.6884632859876744,0.6959584043610573,0.8253117053352997,0.8245370383442645,F_new,50,0.30926662977028996,14.241437190944955,0.9725036702317872,0.967858817304408,10,12074,0.023355971509027684,all3,13950,0.8928821873832993,0.8904678508830273,0.8453046594982079,umap,1876,0.33262260127931764,0.13448028673835125,11,exact_dedup_clean,0.8928821873832995,0.8904678508830274
0.9500160978750805,0.8900366299107196,0.8919161748390889,0.6853175999025437,0.6977102820448033,0.8253661933368333,0.8311701999544313,F_new,50,0.13088110442816037,3.618465123052276,0.9660384415476327,0.96252445779794,10,12424,0.049983902124919544,all3,13950,0.8901790869471983,0.8920377195653012,0.8460931899641577,umap,1526,0.1808650065530799,0.10939068100358423,22,exact_dedup_clean,0.8901790869471984,0.8920377195653013
0.9767595732362915,0.8952520014406573,0.89311990980264,0.6914560735079956,0.6996254736363237,0.8262823364723714,0.8254214851811762,F_new,50,0.3124239089006271,14.443122713585359,0.9771051281443811,0.973259115257724,10,12091,0.02324042676370852,all3,13950,0.8953868473671047,0.8932647454874657,0.8465949820788531,umap,1859,0.3356643356643356,0.1332616487455197,33,exact_dedup_clean,0.8953868473671047,0.8932647454874657
0.9434569291401914,0.8782551616822891,0.8786804018579305,0.6769448885567961,0.6860215835146335,0.8152311175439722,0.8196638204128824,F_new,50,0.1253949647367636,3.217689326560713,0.9522112186794747,0.9471719952621868,10,12433,0.056543070859808586,all3,13950,0.8784130605365746,0.8788169328886573,0.8408602150537634,umap,1517,0.18193803559657218,0.10874551971326164,44,exact_dedup_clean,0.8784130605365748,0.8788169328886573
0.95008038585209,0.8900321220183508,0.8917865353387169,0.6853041504387019,0.697235815951177,0.8253584514101624,0.8309245231062753,F_new,50,0.13286184280573232,3.6615158204562133,0.9660384415476327,0.9625521838094371,10,12440,0.04991961414791002,all3,13950,0.8901745841503206,0.8919081147947675,0.8472401433691756,umap,1510,0.18278145695364234,0.1082437275985663,55,exact_dedup_clean,0.8901745841503207,0.8919081147947675
0.9993287303413886,0.7816799977692389,0.836115741290489,0.3916070759483816,0.5350127952049943,0.6429849790408881,0.7201290633348663,F_new,50,0.3292549086491683,491.4957410562278,0.9983261141206413,0.9978836244254136,20,10428,0.0006712696586114175,all3,13950,0.7821901627769703,0.8365537750614609,0.7470250896057348,umap,3522,0.3299261783077797,0.2524731182795699,11,exact_dedup_clean,0.7821901627769703,0.836553775061461
0.999459994599946,0.7810981782241503,0.8203193189301455,0.38875622329745513,0.4964770316999335,0.6420829660377555,0.6968745539337468,F_new,50,0.2495480537757121,463.1214042502758,0.9986093646716717,0.9983204533269796,20,11111,0.0005400054000540555,all3,13950,0.7816091424090684,0.8207953865076164,0.7960573476702509,umap,2839,0.25008805917576615,0.20351254480286737,22,exact_dedup_clean,0.7816091424090685,0.8207953865076164
0.9994671876387532,0.7848822154170526,0.8150547755331272,0.4002327765107563,0.4766096489644047,0.6471980290961303,0.689323113972696,F_new,50,0.21553263947958623,405.518842196586,0.9986093646716716,0.9983324855821778,20,11261,0.0005328123612468039,all3,13950,0.7853871784751837,0.815538025558197,0.8068100358422939,umap,2689,0.21606545184083303,0.19275985663082437,33,exact_dedup_clean,0.7853871784751837,0.815538025558197
0.9994321945679947,0.7797853394877631,0.8317811050767977,0.3865069160336732,0.513465404786319,0.6404291589911291,0.7135600599390569,F_new,50,0.4132660698266408,728.830426643022,0.9983341718977081,0.9982373925707899,20,10567,0.0005678054320052972,all3,13950,0.7802985361574759,0.8322273556743984,0.7570609318996416,umap,3383,0.4138338752586461,0.2425089605734767,44,exact_dedup_clean,0.7802985361574758,0.8322273556743985
0.9994515037937655,0.7790250965860408,0.8354568444762792,0.38307913843992925,0.5413168965383987,0.6392941978267173,0.7189497305828997,F_new,50,0.3202751504227923,584.9149784125244,0.9986093646716716,0.9983092025822385,20,10939,0.0005484962062345389,all3,13950,0.779539390898238,0.8359067096678887,0.7837275985663082,umap,3011,0.32082364662902685,0.21584229390681003,55,exact_dedup_clean,0.779539390898238,0.8359067096678887
0.9994238208906083,0.8368488195817635,0.8765939958890193,0.508386573982038,0.6318062551494299,0.7207935302738429,0.7817981262845345,F_new,100,0.538568740379781,935.7245181249277,0.9983028704415391,0.9981685352102249,15,12149,0.0005761791093916724,all3,13950,0.8371493884445653,0.8768324794220644,0.8703942652329749,umap,1801,0.5391449194891726,0.12910394265232975,11,exact_dedup_clean,0.8371493884445654,0.8768324794220645
0.9995580436063641,0.8372004007986361,0.8441111633790824,0.5091098006296408,0.5352271175958906,0.7211541321437517,0.7314645906094067,F_new,100,-0.00044195639363586725,0.0,0.9986093646716717,0.9985898603582556,15,13576,0.00044195639363586725,all3,13950,0.8375003552104283,0.8444047792658859,0.9727598566308244,umap,374,0.0,0.026810035842293908,22,exact_dedup_clean,0.8375003552104282,0.8444047792658858
0.9995618838992333,0.8371771609244605,0.8417779515941949,0.5090153914899508,0.5262376499683417,0.7211197209507839,0.7279700089468657,F_new,100,-0.0004381161007667167,0.0,0.9986093646716717,0.998596222413258,15,13695,0.0004381161007667167,all3,13950,0.8374771496409613,0.842073808418949,0.9812903225806452,umap,255,0.0,0.01827956989247312,33,exact_dedup_clean,0.8374771496409614,0.842073808418949
0.9994420532440619,0.8369716726794529,0.8557411406929758,0.5091153070629578,0.5530304464561719,0.7209754311345647,0.7493027056753999,F_new,100,0.22949903330104193,412.3278388278583,0.998302870441539,0.99816621459009,15,12546,0.0005579467559381213,all3,13950,0.837272059746986,0.8560136739856807,0.8988530465949821,umap,1404,0.23005698005698005,0.10064516129032258,44,exact_dedup_clean,0.837272059746986,0.8560136739856807
0.9995024050422956,0.8371691276514294,0.8779730093720669,0.5087616338246295,0.6366940779928448,0.7211078272755548,0.783791657976296,F_new,100,0.5000309462685113,1005.8955250176641,0.9986093646716717,0.998492402135911,15,12058,0.0004975949577044059,all3,13950,0.8374691287932526,0.8782101942802198,0.8639426523297491,umap,1892,0.5005285412262157,0.1356272401433692,55,exact_dedup_clean,0.8374691287932526,0.8782101942802198
0.9993941229930324,0.779938256248838,0.8402905154686839,0.38801167120097135,0.5487877938958726,0.6406352117969482,0.7262321201974137,F_new,100,0.3769577503713374,623.1687669879083,0.9983332867413363,0.9981305806630062,20,9903,0.0006058770069675701,all3,13950,0.7804511888616263,0.8407448009250883,0.7094623655913979,umap,4047,0.37756362737830496,0.2901075268817204,11,exact_dedup_clean,0.7804511888616262,0.8407448009250883
0.9994806094182825,0.7801239396168608,0.8106875855211478,0.38692821147930795,0.46498657548532035,0.6407711596250142,0.683093958442647,F_new,100,0.386469767049642,745.0831248262313,0.9986093646716717,0.9983603158038106,20,11552,0.0005193905817174604,all3,13950,0.7806364308098415,0.8111715085206255,0.8276702508960574,umap,2398,0.38698915763135944,0.17189964157706092,22,exact_dedup_clean,0.7806364308098416,0.8111715085206254
