acc_kept,ami_all,ami_kept,ari_all,ari_kept,completeness_all,completeness_kept,dataset,dim,error_gap,error_lift,homogeneity_all,homogeneity_kept,k,kept,kept_error,method,n,nmi_all,nmi_kept,overall_accuracy,reduction,rejected,rejected_error,rejection_rate,seed,subset,v_measure_all,v_measure_kept
0.7021949078138718,0.5630305273852546,0.6780308351207925,0.3013377594351756,0.43781699668580765,0.6976319953688058,0.7511387673976585,F_new,50,0.7021949078138718,3.357900943396227,0.47231118833196484,0.6182281080282751,4,11390,0.29780509218612816,all3,13950,0.5632741851766958,0.6782332877600882,0.5733333333333334,umap,2560,1.0,0.18351254480286738,11,exact_dedup_clean,0.5632741851766958,0.6782332877600882
0.7784929950776222,0.734185955181155,0.8462515742709708,0.4906353623137394,0.7805450371899095,0.7734968195038986,0.9035495374076405,F_new,50,0.7784929950776222,4.514529914529915,0.6990719953303266,0.7959985906585049,6,10564,0.22150700492237785,all3,13950,0.7344036618799707,0.8463710400305111,0.5895340501792115,umap,3386,1.0,0.24272401433691757,11,exact_dedup_clean,0.7344036618799709,0.8463710400305112
0.858494623655914,0.8446628830294147,0.8446628830294147,0.6438933511985517,0.6438933511985517,0.8114601476518564,0.8114601476518564,F_new,50,nan,nan,0.8810523422953045,0.8810523422953045,8,13950,0.141505376344086,all3,13950,0.8448255100206458,0.8448255100206458,0.858494623655914,umap,0,nan,0.0,11,exact_dedup_clean,0.8448255100206458,0.8448255100206458
0.9766440284909723,0.8927438329550764,0.8903188580606413,0.6884632859876744,0.6959584043610573,0.8253117053352997,0.8245370383442645,F_new,50,0.30926662977028996,14.241437190944955,0.9725036702317872,0.967858817304408,10,12074,0.023355971509027684,all3,13950,0.8928821873832993,0.8904678508830273,0.8453046594982079,umap,1876,0.33262260127931764,0.13448028673835125,11,exact_dedup_clean,0.8928821873832995,0.8904678508830274
0.9994977037887486,0.8714753545607276,0.8716876339906149,0.5792387361050467,0.5800166888285381,0.7735461031513053,0.7738807643972989,F_new,50,-0.0005022962112514184,0.0,0.998299755165677,0.9982988933592197,12,13936,0.0005022962112514184,all3,13950,0.8716682455874893,0.8718803506274688,0.998494623655914,umap,14,0.0,0.001003584229390681,11,exact_dedup_clean,0.8716682455874895,0.8718803506274688
0.9994481671265274,0.8369425645103793,0.8529471526852838,0.5090036545089712,0.5423708071780126,0.720932328792434,0.7450295820528181,F_new,50,0.254784135505974,462.7052512704716,0.9983028704415391,0.9981772040725527,15,12685,0.0005518328734726019,all3,13950,0.8372429944992583,0.8532224072139885,0.9088172043010753,umap,1265,0.2553359683794466,0.0906810035842294,11,exact_dedup_clean,0.8372429944992582,0.8532224072139883
0.9993287303413886,0.7816799977692389,0.836115741290489,0.3916070759483816,0.5350127952049943,0.6429849790408881,0.7201290633348663,F_new,50,0.3292549086491683,491.4957410562278,0.9983261141206413,0.9978836244254136,20,10428,0.0006712696586114175,all3,13950,0.7821901627769703,0.8365537750614609,0.7470250896057348,umap,3522,0.3299261783077797,0.2524731182795699,11,exact_dedup_clean,0.7821901627769703,0.836553775061461
0.9993034132749528,0.749383715783048,0.7786100654871931,0.33587814406396677,0.3960306519814534,0.6007260606944198,0.639417750570329,F_new,50,0.2351403781557525,338.5608085838916,0.9983261141206413,0.9977675477345206,25,10049,0.0006965867250472435,all3,13950,0.7500949916076648,0.7793745541510287,0.7198566308243728,umap,3901,0.23583696488079975,0.2796415770609319,11,exact_dedup_clean,0.7500949916076648,0.7793745541510286
0.9992693873290889,0.7270880519162393,0.7747512828829844,0.29961303275080114,0.40001488735130497,0.5728389748336127,0.6344111670258544,F_new,50,0.20503729760604017,281.6374783376597,0.9984371509965932,0.9978475281894762,30,9581,0.0007306126709111238,all3,13950,0.7279989870787184,0.7756682402467303,0.6863082437275986,umap,4369,0.2057679102769513,0.3131899641577061,11,exact_dedup_clean,0.7279989870787185,0.7756682402467302
0.6874677668901495,0.5649733386581122,0.6722171807549169,0.30607033832355257,0.42445493320956484,0.698642055750298,0.7553998021938405,F_new,100,0.6874677668901495,3.1996699669966997,0.47458035572979596,0.6058208797711823,4,11634,0.31253223310985045,all3,13950,0.5652155841917242,0.6723920357769128,0.5733333333333334,umap,2316,1.0,0.16602150537634408,11,exact_dedup_clean,0.5652155841917242,0.6723920357769126
